"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.91","83.53","RMA","20240119"
"GBP","103.70","106.60","105.09","105.86","RMA","20240119"
"EUR","89.05","91.55","90.26","90.90","RMA","20240119"
"JPY","55.35","56.90","56.08","56.50","RMA","20240119"
"CHF","94.60","97.35","95.90","96.68","RMA","20240119"
"HKD","10.45","10.75","10.60","10.68","RMA","20240119"
"CAD","60.60","62.35","61.43","61.91","RMA","20240119"
"AUD","53.70","55.20","54.44","54.81","RMA","20240119"
"SGD","60.85","62.65","61.68","62.18","RMA","20240119"
"DKK","11.95","12.30","12.10","12.19","RMA","20240119"
"SEK","7.85","8.05","7.93","8.00","RMA","20240119"
"NOK","7.80","8.00","7.89","7.95","RMA","20240119"
"USD","81.8","84.4","82.84","83.46","BOB","20240119"
"USD.5.10.20","79.35","","","","BOB","20240119"
"USD.1.2","77.71","","","","BOB","20240119"
"GBP","103.7","106.6","105.11","105.85","BOB","20240119"
"EUR","88.95","91.45","90.15","90.82","BOB","20240119"
"JPY","55.2","56.8","55.97","56.4","BOB","20240119"
"CHF","94.1","96.8","95.36","96.12","BOB","20240119"
"HKD","10.45","10.75","10.59","10.67","BOB","20240119"
"CAD","60.7","62.45","61.5","61.98","BOB","20240119"
"AUD","53.95","55.45","54.67","55.06","BOB","20240119"
"SGD","60.95","62.7","61.77","62.27","BOB","20240119"
NA,"11.95","12.25","12.09","12.18","BOB","20240119"
"SEK","7.8","8.05","7.92","7.98","BOB","20240119"
"NOK","7.8","8.05","7.92","7.98","BOB","20240119"
"USD","81.90","84.45","82.91","83.53","TBL","20240119"
"USD.5.10.20","79.44","","","","TBL","20240119"
"USD.1.2","77.81","","","","TBL","20240119"
"GBP","103.70","106.60","105.09","105.86","TBL","20240119"
"EUR","89.05","91.55","90.26","90.90","TBL","20240119"
"JPY","55.35","56.90","56.08","56.50","TBL","20240119"
"CHF","94.60","97.35","95.90","96.68","TBL","20240119"
"HKD","10.45","10.75","10.60","10.68","TBL","20240119"
"CAD","60.60","62.35","61.43","61.91","TBL","20240119"
"AUD","53.70","55.20","54.44","54.81","TBL","20240119"
"SGD","60.85","62.65","61.68","62.18","TBL","20240119"
"DKK","11.95","12.30","12.10","12.19","TBL","20240119"
"SEK","7.85","8.05","7.93","8.00","TBL","20240119"
"NOK","7.80","8.00","7.89","7.95","TBL","20240119"
