"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.50","82.94","83.56","RMA","20230919"
"GBP","101.75","104.60","103.11","103.84","RMA","20230919"
"EUR","87.30","89.75","88.47","89.10","RMA","20230919"
"JPY","55.35","56.95","56.11","56.53","RMA","20230919"
"CHF","91.35","94.00","92.59","93.33","RMA","20230919"
"HKD","10.45","10.75","10.60","10.68","RMA","20230919"
"CAD","60.55","62.30","61.39","61.87","RMA","20230919"
"AUD","52.85","54.30","53.54","53.90","RMA","20230919"
"SGD","60.05","61.75","60.85","61.31","RMA","20230919"
"DKK","11.70","12.05","11.86","11.95","RMA","20230919"
"SEK","7.30","7.55","7.42","7.48","RMA","20230919"
"NOK","7.65","7.85","7.74","7.80","RMA","20230919"
"USD","82","84.6","83.03","83.65","BOB","20230919"
"USD.5.20","79.54","","","","BOB","20230919"
"USD.12","77.9","","","","BOB","20230919"
"GBP","101.6","104.5","102.99","103.73","BOB","20230919"
"EUR","87.45","89.95","88.63","89.28","BOB","20230919"
"JPY","55.5","57.1","56.25","56.67","BOB","20230919"
"CHF","91.45","94.1","92.69","93.42","BOB","20230919"
"HKD","10.5","10.75","10.62","10.7","BOB","20230919"
"CAD","60.65","62.4","61.46","61.94","BOB","20230919"
"AUD","52.75","54.2","53.47","53.83","BOB","20230919"
"SGD","60","61.75","60.84","61.32","BOB","20230919"
"DKK","11.75","12.05","11.89","11.98","BOB","20230919"
"SEK","7.3","7.5","7.4","7.46","BOB","20230919"
"NOK","7.55","7.8","7.66","7.72","BOB","20230919"
"USD","81.90","84.50","82.94","83.56","TBL","20230919"
"USD.5.20","79.44","","","","TBL","20230919"
"USD.12","77.81","","","","TBL","20230919"
"GBP","101.75","104.60","103.11","103.84","TBL","20230919"
"EUR","87.30","89.75","88.47","89.91","TBL","20230919"
"JPY","55.35","56.95","56.11","56.53","TBL","20230919"
"CHF","91.35","94.00","92.59","93.33","TBL","20230919"
"HKD","10.45","10.75","10.60","10.68","TBL","20230919"
"CAD","60.55","62.30","61.39","61.87","TBL","20230919"
"AUD","52.85","54.30","53.54","53.90","TBL","20230919"
"SGD","60.05","61.75","60.85","61.31","TBL","20230919"
"DKK","11.70","12.05","11.86","11.95","TBL","20230919"
"SEK","7.30","7.55","7.42","7.48","TBL","20230919"
"NOK","7.65","7.85","7.74","7.80","TBL","20230919"
